dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,42,1,18,0.9999979734420776,0.0,1.0,0.0,1.0,0.0,0.9055111111111112,0.0,,0.9999763200665708,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,2.810378313064575,0.0,0.0,2.810378313064575,0.0982
cifar,iid,20,42,1,19,0.9999979734420776,0.0,1.0,0.0,1.0,0.0,0.9055111111111112,0.0,,0.9999763200665708,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,2.810378313064575,0.0,0.0,2.810378313064575,0.0982
cifar,iid,20,42,2,0,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,1,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,-0.0035124324773539,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,2,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,3,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,4,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,5,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,6,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0002012964348042,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,7,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,8,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,-0.0014693592620294,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,9,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0001676888556469,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0011343860401297,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,10,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
cifar,iid,20,42,2,11,1.0,0.0,1.0,0.0,1.0,0.0,0.8382444444444446,0.0,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.210802793502808,0.0,0.0,3.210802793502808,0.0982
